date,country_code,country,sector,pay_transparency_pct,pay_transparency_pct_3ma
2021-01-01,US,United States,Insurance,33.25984251968504,32.37792131594238
2021-01-01,US,United States,Legal,27.005246490523234,25.960782554549024
2021-01-01,US,United States,Loading & Stocking,28.86397039525484,28.449308245443635
2021-01-01,US,United States,Logistic Support,24.45842068483578,24.314118138923234
2021-01-01,US,United States,Management,10.971958552516037,10.173229056405598
2021-01-01,US,United States,Marketing,20.5696164662239,19.65653964928283
2021-01-01,US,United States,Mechanical Engineering,14.841351074718526,13.93622825238385
2021-01-01,US,United States,Media & Communications,25.278940027894002,24.46112790023847
2021-01-01,US,United States,Medical Information,16.34121629401064,15.548742156341191
2021-01-01,US,United States,Medical Technician,14.29732036183649,13.67632102228625
2021-01-01,US,United States,Nursing,18.61788643513236,17.507093979683578
2021-01-01,US,United States,Personal Care & Home Health,35.58754791062915,35.08872808362052
2021-01-01,US,United States,Pharmacy,9.713814432989691,10.487888199178022
2021-01-01,US,United States,Physicians & Surgeons,14.307829841048338,13.411888610181213
2021-01-01,US,United States,Production & Manufacturing,31.369130716061157,30.757524875069212
2021-01-01,US,United States,Project Management,15.632580951376438,14.97376575815637
2021-01-01,US,United States,Retail,11.411487397555252,11.762577290982428
2021-01-01,US,United States,Sales,22.789416804468694,21.25326873879079
2021-01-01,US,United States,Scientific Research & Development,9.367443804292666,8.787322222639158
2021-01-01,US,United States,Security & Public Safety,32.611676708913365,32.55253480115699
2021-01-01,US,United States,Social Science,32.93689871979396,34.334104092147605
2021-01-01,US,United States,Software Development,8.897838867540315,8.649163305966653
2021-01-01,US,United States,Therapy,26.065475090738964,26.245585004860924
2021-02-01,US,United States,Accounting,23.215504389597484,18.99262607508061
2021-02-01,US,United States,Administrative Assistance,33.50875185905503,31.579522619592094
2021-02-01,US,United States,Architecture,31.109047492703635,28.33604225472976
2021-02-01,US,United States,Arts & Entertainment,22.33506273687309,20.368088136922154
2021-02-01,US,United States,Aviation,19.683339330694494,18.684442873249704
2021-02-01,US,United States,Banking & Finance,12.346775872839592,14.053238477845236
2021-02-01,US,United States,Childcare,63.35709731640874,61.17740730216735
2021-02-01,US,United States,Civil Engineering,22.062627263221618,20.331444655654217
2021-02-01,US,United States,Cleaning & Sanitation,41.30189204381116,38.02822520964518
2021-02-01,US,United States,Community & Social Service,34.78759157619865,33.160173058188064
2021-02-01,US,United States,Construction,53.379731725575084,49.75395060279414
2021-02-01,US,United States,Customer Service,22.341355829759323,20.065588180242848
2021-02-01,US,United States,Data & Analytics,7.976448369716159,7.676681019029403
2021-02-01,US,United States,Dental,49.86424247299934,46.93335933114878
2021-02-01,US,United States,Driving,50.08805972475492,47.8532588647818
2021-02-01,US,United States,Education & Instruction,28.113702819363724,26.638728408033632
2021-02-01,US,United States,Electrical Engineering,15.330429140791546,14.760113887788952
2021-02-01,US,United States,Food Preparation & Service,18.9745261235951,16.24324916547931
2021-02-01,US,United States,Hospitality & Tourism,28.67806928540368,26.03014430502202
2021-02-01,US,United States,Human Resources,18.76017875522781,18.188909792057643
2021-02-01,US,United States,"IT Infrastructure, Operations & Support",17.967083691465316,17.107070324292796
2021-02-01,US,United States,IT Systems & Solutions,9.703648348706738,8.934566650004005
2021-02-01,US,United States,Industrial Engineering,8.214471629359709,7.770069089633999
2021-02-01,US,United States,Installation & Maintenance,35.62154641672252,32.895112593013444
2021-02-01,US,United States,Insurance,34.920202295508915,33.031168242173884
2021-02-01,US,United States,Legal,28.249501992031874,26.67368010431014
2021-02-01,US,United States,Loading & Stocking,32.07187122128174,29.41042542835635
2021-02-01,US,United States,Logistic Support,25.61611744494768,24.55495428443969
2021-02-01,US,United States,Management,11.869623621192943,10.891139125454979
2021-02-01,US,United States,Marketing,22.585261908043297,20.672302087664196
2021-02-01,US,United States,Mechanical Engineering,15.703120956472233,14.575430071002978
2021-02-01,US,United States,Media & Communications,27.442179201644677,25.5267068535083
2021-02-01,US,United States,Medical Information,16.92074510148493,16.07964675550473
2021-02-01,US,United States,Medical Technician,15.294962960963959,14.235796691917955
2021-02-01,US,United States,Nursing,19.296031434184677,18.198635700874288
2021-02-01,US,United States,Personal Care & Home Health,35.855539909845284,35.39496798105882
2021-02-01,US,United States,Pharmacy,9.893610441021835,9.945852519228266
2021-02-01,US,United States,Physicians & Surgeons,14.895538563429467,14.237727091771015
2021-02-01,US,United States,Production & Manufacturing,34.30140654735707,31.750530097430538
2021-02-01,US,United States,Project Management,16.99938647411393,15.669267455619645
2021-02-01,US,United States,Retail,12.720865777129923,11.900992954622703
2021-02-01,US,United States,Sales,24.609336948404064,22.398470431123382
2021-02-01,US,United States,Scientific Research & Development,9.842383242995965,9.242427782152356
2021-02-01,US,United States,Security & Public Safety,34.335560117974424,33.07267153918168
2021-02-01,US,United States,Social Science,36.390428741842676,34.830780870637
2021-02-01,US,United States,Software Development,9.713828326369358,8.997600219921411
2021-02-01,US,United States,Therapy,29.686335088838923,27.081498671269127
2021-03-01,US,United States,Accounting,24.039908289747082,21.565454601695876
2021-03-01,US,United States,Administrative Assistance,35.360735813210134,33.599199986790445
2021-03-01,US,United States,Architecture,32.80652418447694,30.742520788008576
2021-03-01,US,United States,Arts & Entertainment,24.592248752106315,22.436749022817395
2021-03-01,US,United States,Aviation,21.671826625387,20.055297578053857
2021-03-01,US,United States,Banking & Finance,12.484382151737448,13.230409841656021
2021-03-01,US,United States,Childcare,63.9814532936796,62.78303542963891
2021-03-01,US,United States,Civil Engineering,23.222032659029978,21.842888155811437
2021-03-01,US,United States,Cleaning & Sanitation,45.73898117002462,41.613790250952725
2021-03-01,US,United States,Community & Social Service,36.79309071751837,34.86065170227976
2021-03-01,US,United States,Construction,58.01256203473946,53.43600308319955
2021-03-01,US,United States,Customer Service,25.064814075434533,22.537303091547567
2021-03-01,US,United States,Data & Analytics,8.008523192919194,7.966684473802768
2021-03-01,US,United States,Dental,52.32644755727549,49.61357960006307
2021-03-01,US,United States,Driving,47.90834155191097,48.31720666165072
2021-03-01,US,United States,Education & Instruction,29.520620061758436,28.240000202856283
2021-03-01,US,United States,Electrical Engineering,16.20538664904164,15.410451458347396
2021-03-01,US,United States,Food Preparation & Service,23.610885463591096,19.564173624613336
2021-03-01,US,United States,Hospitality & Tourism,33.15587504053616,29.183526554761897
2021-03-01,US,United States,Human Resources,19.166057868986737,18.838723999997473
2021-03-01,US,United States,"IT Infrastructure, Operations & Support",18.642790089039345,17.98931247062718
2021-03-01,US,United States,IT Systems & Solutions,9.728479605935004,9.395567530493716
2021-03-01,US,United States,Industrial Engineering,8.583410997204101,8.267212058041336
2021-03-01,US,United States,Installation & Maintenance,39.59606297323877,35.94463806413146
2021-03-01,US,United States,Insurance,37.477676226494374,35.21924034722943
2021-03-01,US,United States,Legal,28.707020382929976,27.987256288495036
2021-03-01,US,United States,Loading & Stocking,36.389480045190616,32.441773887242405
2021-03-01,US,United States,Logistic Support,26.54033370643205,25.538290612071837
2021-03-01,US,United States,Management,13.603423447584289,12.148335207097759
2021-03-01,US,United States,Marketing,23.781028770074776,22.311969048113994
2021-03-01,US,United States,Mechanical Engineering,16.158873343151694,15.567781791447485
2021-03-01,US,United States,Media & Communications,27.78774597758626,26.83628840237498
2021-03-01,US,United States,Medical Information,18.176583493282152,17.14618162959258
2021-03-01,US,United States,Medical Technician,16.683973583734875,15.42541896884511
2021-03-01,US,United States,Nursing,20.43502134631324,19.44964640521009
2021-03-01,US,United States,Personal Care & Home Health,38.2771717045419,36.57341984167211
2021-03-01,US,United States,Pharmacy,10.197871276519752,9.935098716843763
2021-03-01,US,United States,Physicians & Surgeons,15.25566811384467,14.819678839440826
2021-03-01,US,United States,Production & Manufacturing,37.36090297484297,34.34381341275374
2021-03-01,US,United States,Project Management,18.01648283554344,16.882816753677933
2021-03-01,US,United States,Retail,15.086431219914934,13.072928131533368
2021-03-01,US,United States,Sales,27.50737950288748,24.968711085253418
2021-03-01,US,United States,Scientific Research & Development,10.224205016412974,9.811344021233865
2021-03-01,US,United States,Security & Public Safety,37.8936739979806,34.94697027495613
2021-03-01,US,United States,Social Science,38.19709702062643,35.841474827421024
2021-03-01,US,United States,Software Development,9.504210348269927,9.371959180726536
2021-03-01,US,United States,Therapy,31.004880894709153,28.918897024762334
2021-04-01,US,United States,Accounting,24.57666090378313,23.94402452770923
2021-04-01,US,United States,Administrative Assistance,37.60099777669324,35.49016181631947
2021-04-01,US,United States,Architecture,33.2960834397616,32.403885038980725
2021-04-01,US,United States,Arts & Entertainment,25.27346658266995,24.066926023883116
2021-04-01,US,United States,Aviation,20.40632054176072,20.58716216594741
2021-04-01,US,United States,Banking & Finance,12.754182905721251,12.5284469767661
2021-04-01,US,United States,Childcare,66.83826589848627,64.72560550285819
2021-04-01,US,United States,Civil Engineering,22.891680944222347,22.725446955491318
2021-04-01,US,United States,Cleaning & Sanitation,46.4287558365113,44.48987635011571
2021-04-01,US,United States,Community & Social Service,38.345805078509734,36.64216245740891
2021-04-01,US,United States,Construction,61.01496233075181,57.469085363688784
2021-04-01,US,United States,Customer Service,27.307023610550786,24.90439783858155
2021-04-01,US,United States,Data & Analytics,8.057896209694972,8.014289257443444
2021-04-01,US,United States,Dental,52.81011030655749,51.66693344561077
2021-04-01,US,United States,Driving,50.90686924344949,49.634423506705126
2021-04-01,US,United States,Education & Instruction,29.909291295429906,29.181204725517357
2021-04-01,US,United States,Electrical Engineering,17.74168479950264,16.425833529778604
2021-04-01,US,United States,Food Preparation & Service,26.089619353460954,22.89167698021572
2021-04-01,US,United States,Hospitality & Tourism,33.38924272988962,31.741062351943146
2021-04-01,US,United States,Human Resources,19.7841046017188,19.236780408644446
2021-04-01,US,United States,"IT Infrastructure, Operations & Support",18.480971920508487,18.36361523367106
2021-04-01,US,United States,IT Systems & Solutions,9.504203122319439,9.645443692320393
2021-04-01,US,United States,Industrial Engineering,8.587847756811916,8.46191012779191
2021-04-01,US,United States,Installation & Maintenance,41.17189878924092,38.79650272640074
2021-04-01,US,United States,Insurance,35.6839588111854,36.02727911106288
2021-04-01,US,United States,Legal,29.29905741216795,28.751859929043277
2021-04-01,US,United States,Loading & Stocking,38.573567935139145,35.678306400537174
2021-04-01,US,United States,Logistic Support,27.01185568210933,26.38943561116302
2021-04-01,US,United States,Management,14.307157537287644,13.260068202021628
2021-04-01,US,United States,Marketing,24.132060045683268,23.499450241267123
2021-04-01,US,United States,Mechanical Engineering,16.235900168753886,16.032631489459273
2021-04-01,US,United States,Media & Communications,27.407021678954145,27.545648952728357
2021-04-01,US,United States,Medical Information,18.80103260349938,17.966120399422163
2021-04-01,US,United States,Medical Technician,17.61667117469244,16.531869239797093
2021-04-01,US,United States,Nursing,21.631650719139607,20.454234499879174
2021-04-01,US,United States,Personal Care & Home Health,41.25256718534164,38.461759599909605
2021-04-01,US,United States,Pharmacy,10.515087760596744,10.202189826046114
2021-04-01,US,United States,Physicians & Surgeons,15.696576955261058,15.2825945441784
2021-04-01,US,United States,Production & Manufacturing,39.51295471257407,37.058421411591375
2021-04-01,US,United States,Project Management,18.31433232616733,17.77673387860823
2021-04-01,US,United States,Retail,16.299032853297636,14.702109950114163
2021-04-01,US,United States,Sales,29.84962996135716,27.32211547088291
2021-04-01,US,United States,Scientific Research & Development,10.209635275560212,10.09207451165638
2021-04-01,US,United States,Security & Public Safety,40.17742063807781,37.46888491801095
2021-04-01,US,United States,Social Science,36.3386978785662,36.9754078803451
2021-04-01,US,United States,Software Development,9.2110841211146,9.476374265251296
2021-04-01,US,United States,Therapy,30.589945223768243,30.42705373577209
2021-05-01,US,United States,Accounting,26.072562704343078,24.896377299291093
2021-05-01,US,United States,Administrative Assistance,37.765612240254995,36.90911527671946
2021-05-01,US,United States,Architecture,33.347058520767924,33.149888715002156
2021-05-01,US,United States,Arts & Entertainment,25.235313209996757,25.033676181591005
2021-05-01,US,United States,Aviation,21.889526934645883,21.322558033931205
2021-05-01,US,United States,Banking & Finance,12.849679811257161,12.69608162290529
2021-05-01,US,United States,Childcare,64.4536887681467,65.09113598677085
2021-05-01,US,United States,Civil Engineering,22.7048417132216,22.939518438824646
2021-05-01,US,United States,Cleaning & Sanitation,45.08516394637391,45.75096698430329
2021-05-01,US,United States,Community & Social Service,39.06903118893918,38.069308994989086
2021-05-01,US,United States,Construction,60.80665124386814,59.94472520311981
2021-05-01,US,United States,Customer Service,27.706557361742657,26.69279834924266
2021-05-01,US,United States,Data & Analytics,8.304859670849435,8.123759691154534
2021-05-01,US,United States,Dental,53.94236990096382,53.02630925493227
2021-05-01,US,United States,Driving,55.94787674532928,51.58769584689657
2021-05-01,US,United States,Education & Instruction,28.934304639652208,29.45473866561352
2021-05-01,US,United States,Electrical Engineering,17.53212396069539,17.159731803079886
2021-05-01,US,United States,Food Preparation & Service,25.968106953765652,25.222870590272574
2021-05-01,US,United States,Hospitality & Tourism,31.18102136596447,32.57537971213008
2021-05-01,US,United States,Human Resources,19.83590298440177,19.59535515170243
2021-05-01,US,United States,"IT Infrastructure, Operations & Support",18.487943480264168,18.537235163270676
2021-05-01,US,United States,IT Systems & Solutions,9.758473829252225,9.663718852502223
2021-05-01,US,United States,Industrial Engineering,8.64752562923606,8.606261461084026
2021-05-01,US,United States,Installation & Maintenance,40.860878321967235,40.54294669481563
2021-05-01,US,United States,Insurance,35.168288254736744,36.109974430805494
2021-05-01,US,United States,Legal,29.789181238764506,29.265086344620823
2021-05-01,US,United States,Loading & Stocking,38.84093170887824,37.93465989640267
2021-05-01,US,United States,Logistic Support,27.981445458626364,27.177878282389248
2021-05-01,US,United States,Management,14.98599632277921,14.298859102550383
2021-05-01,US,United States,Marketing,23.840818106147687,23.917968973968584
2021-05-01,US,United States,Mechanical Engineering,16.232084268692798,16.208952593532796
2021-05-01,US,United States,Media & Communications,28.107638431764926,27.767468696101773
2021-05-01,US,United States,Medical Information,18.21115552458836,18.39625720712331
2021-05-01,US,United States,Medical Technician,17.289761849632637,17.19680220268665
2021-05-01,US,United States,Nursing,21.584821522949664,21.217164529467503
2021-05-01,US,United States,Personal Care & Home Health,41.16469595802176,40.231478282635095
2021-05-01,US,United States,Pharmacy,10.78627666460927,10.499745233908591
2021-05-01,US,United States,Physicians & Surgeons,16.074952579847874,15.675732549651201
2021-05-01,US,United States,Production & Manufacturing,39.30447708827684,38.72611159189797
2021-05-01,US,United States,Project Management,18.391872011769035,18.240895724493267
2021-05-01,US,United States,Retail,16.706935640289526,16.0307999045007
2021-05-01,US,United States,Sales,30.607044790221146,29.321351418155274
2021-05-01,US,United States,Scientific Research & Development,10.212904048306156,10.215581446759776
2021-05-01,US,United States,Security & Public Safety,39.00371399239084,39.02493620948308
2021-05-01,US,United States,Social Science,36.84151028713543,37.12576839544269
2021-05-01,US,United States,Software Development,9.25328047383633,9.322858314406956
2021-05-01,US,United States,Therapy,31.077191374639092,30.89067249770548
2021-06-01,US,United States,Accounting,24.83394516153341,25.161056256553206
2021-06-01,US,United States,Administrative Assistance,35.719934329674835,37.028848115541024
2021-06-01,US,United States,Architecture,30.992532515701498,32.54522482541034
2021-06-01,US,United States,Arts & Entertainment,23.58696783595295,24.698582542873215
2021-06-01,US,United States,Aviation,22.49872383869321,21.59819043836661
2021-06-01,US,United States,Banking & Finance,11.32370809023939,12.309190269072602
2021-06-01,US,United States,Childcare,63.14740225395663,64.81311897352985
2021-06-01,US,United States,Civil Engineering,21.12198131500088,22.23950132414828
2021-06-01,US,United States,Cleaning & Sanitation,42.27171521331864,44.59521166540129
2021-06-01,US,United States,Community & Social Service,36.90435846902483,38.10639824549124
2021-06-01,US,United States,Construction,58.26910171291561,60.030238429178524
2021-06-01,US,United States,Customer Service,27.231517057345012,27.41503267654615
2021-06-01,US,United States,Data & Analytics,7.4786001841139855,7.947118688219466
2021-06-01,US,United States,Dental,50.21645021645021,52.32297680799052
2021-06-01,US,United States,Driving,54.010831585438034,53.6218591914056
2021-06-01,US,United States,Education & Instruction,29.03275314799958,29.292116361027237
2021-06-01,US,United States,Electrical Engineering,16.57532321528949,17.28304399182917
2021-06-01,US,United States,Food Preparation & Service,25.590417217856178,25.88271450836093
2021-06-01,US,United States,Hospitality & Tourism,28.130619971604354,30.900294689152805
2021-06-01,US,United States,Human Resources,19.076969934996754,19.565659173705768
2021-06-01,US,United States,"IT Infrastructure, Operations & Support",17.453416149068325,18.14077718328034
2021-06-01,US,United States,IT Systems & Solutions,9.431047507490685,9.564574819687452
2021-06-01,US,United States,Industrial Engineering,8.389198375979605,8.54152392067586
2021-06-01,US,United States,Installation & Maintenance,39.23359764892299,40.42212492004371
2021-06-01,US,United States,Insurance,34.36661083449969,35.07295263347393
2021-06-01,US,United States,Legal,29.152651213993032,29.413629954975175
2021-06-01,US,United States,Loading & Stocking,38.42444603228327,38.61298189210023
2021-06-01,US,United States,Logistic Support,30.94547392102303,28.646258353919574
2021-06-01,US,United States,Management,14.524765200978484,14.605973020348449
2021-06-01,US,United States,Marketing,22.703629357206697,23.55883583634589
2021-06-01,US,United States,Mechanical Engineering,16.00325269363692,16.157079043694537
2021-06-01,US,United States,Media & Communications,28.35783452912548,27.957498213281514
2021-06-01,US,United States,Medical Information,16.7093432286988,17.907177118928857
2021-06-01,US,United States,Medical Technician,15.976200213723136,16.96087774601607
2021-06-01,US,United States,Nursing,19.56193501578524,20.92613575262484
2021-06-01,US,United States,Personal Care & Home Health,39.11594588873183,40.51106967736507
2021-06-01,US,United States,Pharmacy,10.2577574947833,10.519707306663106
2021-06-01,US,United States,Physicians & Surgeons,14.76030059600933,15.510610043706087
2021-06-01,US,United States,Production & Manufacturing,37.92664057522527,38.914690792025404
2021-06-01,US,United States,Project Management,17.0917050921379,17.932636476691417
2021-06-01,US,United States,Retail,15.74537891790012,16.250449137162427
2021-06-01,US,United States,Sales,27.98697284200216,29.48121586452683
2021-06-01,US,United States,Scientific Research & Development,9.499635841857533,9.974058388574628
2021-06-01,US,United States,Security & Public Safety,39.95390536428188,39.711679998250176
2021-06-01,US,United States,Social Science,37.11119243034137,36.763800198681004
2021-06-01,US,United States,Software Development,9.09853702303711,9.187633872662682
2021-06-01,US,United States,Therapy,29.116533110074556,30.261223236160617
2021-07-01,US,United States,Accounting,24.098150995956114,25.001552953944202
2021-07-01,US,United States,Administrative Assistance,35.99534003845129,36.49362886946037
2021-07-01,US,United States,Architecture,30.428720808644126,31.58943728170451
2021-07-01,US,United States,Arts & Entertainment,23.894772449324762,24.23901783175815
2021-07-01,US,United States,Aviation,21.20499814425337,21.864416305864157
2021-07-01,US,United States,Banking & Finance,10.981186235133121,11.71819137887656
2021-07-01,US,United States,Childcare,64.69871631695699,64.09993577968676
2021-07-01,US,United States,Civil Engineering,21.52548424529144,21.784102424504642
2021-07-01,US,United States,Cleaning & Sanitation,42.566105952328556,43.307661704007046
2021-07-01,US,United States,Community & Social Service,36.82372775190079,37.59903913662159
2021-07-01,US,United States,Construction,57.69704600222023,58.92426631966799
2021-07-01,US,United States,Customer Service,26.927004424985483,27.28835961469105
2021-07-01,US,United States,Data & Analytics,7.744291987578489,7.8425839475139725
2021-07-01,US,United States,Dental,52.80290514124941,52.32057508622116
2021-07-01,US,United States,Driving,52.81970672993348,54.25947168690025
2021-07-01,US,United States,Education & Instruction,31.202798262284393,29.723285349978728
2021-07-01,US,United States,Electrical Engineering,17.120947812182003,17.07613166272229
2021-07-01,US,United States,Food Preparation & Service,25.60926099411278,25.72259505524487
2021-07-01,US,United States,Hospitality & Tourism,27.79315504020946,29.034932125926087
2021-07-01,US,United States,Human Resources,19.085220268098187,19.332697729165563
2021-07-01,US,United States,"IT Infrastructure, Operations & Support",17.835408669600223,17.92558943297758
2021-07-01,US,United States,IT Systems & Solutions,9.356396911249448,9.51530608266412
2021-07-01,US,United States,Industrial Engineering,8.486544945607227,8.507756316940963
2021-07-01,US,United States,Installation & Maintenance,38.09028423320465,39.39492006803162
2021-07-01,US,United States,Insurance,34.78260869565217,34.77250259496285
2021-07-01,US,United States,Legal,28.93529072064679,29.292374391134786
2021-07-01,US,United States,Loading & Stocking,37.743395564025725,38.33625776839575
2021-07-01,US,United States,Logistic Support,29.719626168224302,29.548848515957896
2021-07-01,US,United States,Management,14.45928419422752,14.656681905995073
2021-07-01,US,United States,Marketing,22.592072722411604,23.045506728588663
2021-07-01,US,United States,Mechanical Engineering,15.975061738391158,16.070132900240296
2021-07-01,US,United States,Media & Communications,27.77428709521508,28.079920018701824
2021-07-01,US,United States,Medical Information,16.8292454357253,17.24991472967083
2021-07-01,US,United States,Medical Technician,15.851920397374943,16.372627486910236
2021-07-01,US,United States,Nursing,19.28073285028851,20.14249646300781
2021-07-01,US,United States,Personal Care & Home Health,39.45213216605479,39.91092467093612
2021-07-01,US,United States,Pharmacy,11.680902701169352,10.908312286853976
2021-07-01,US,United States,Physicians & Surgeons,14.96604623341895,15.267099803092052
2021-07-01,US,United States,Production & Manufacturing,37.93118641528721,38.38743469292978
2021-07-01,US,United States,Project Management,16.910776784381376,17.464784629429435
2021-07-01,US,United States,Retail,15.861387619603661,16.104567392597772
2021-07-01,US,United States,Sales,26.451325602526154,28.348447744916495
2021-07-01,US,United States,Scientific Research & Development,9.825698324022346,9.846079404728675
2021-07-01,US,United States,Security & Public Safety,39.789170627839674,39.5822633281708
2021-07-01,US,United States,Social Science,36.32043448744059,36.75771240163913
2021-07-01,US,United States,Software Development,9.105376521106859,9.152398005993435
2021-07-01,US,United States,Therapy,29.551466196421966,29.915063560378528
2021-08-01,US,United States,Accounting,20.305111382858524,23.079069180116022
2021-08-01,US,United States,Administrative Assistance,33.91635848086451,35.210544282996885
2021-08-01,US,United States,Architecture,26.935185647893654,29.452146324079752
2021-08-01,US,United States,Arts & Entertainment,22.609041627293976,23.363593970857224
2021-08-01,US,United States,Aviation,20.70063694267516,21.468119641873916
2021-08-01,US,United States,Banking & Finance,9.739451384642264,10.681448570004926
2021-08-01,US,United States,Childcare,64.12622695165581,63.99078184085645
2021-08-01,US,United States,Civil Engineering,19.48079719442306,20.709420918238465
2021-08-01,US,United States,Cleaning & Sanitation,39.83278113981256,41.556867435153265
2021-08-01,US,United States,Community & Social Service,34.43009191403093,36.052726044985505
2021-08-01,US,United States,Construction,52.130908532842234,56.03235208265935
2021-08-01,US,United States,Customer Service,24.339010156493135,26.165843879607877
2021-08-01,US,United States,Data & Analytics,7.700106389636398,7.64099952044296
2021-08-01,US,United States,Dental,48.84409791971673,50.621151092472125
2021-08-01,US,United States,Driving,49.96295007688855,52.264496130753344
2021-08-01,US,United States,Education & Instruction,32.36632368300534,30.867291697763104
2021-08-01,US,United States,Electrical Engineering,15.729102273507795,16.475124433659758
2021-08-01,US,United States,Food Preparation & Service,24.04283922001534,25.080839143994766
2021-08-01,US,United States,Hospitality & Tourism,25.857969332160042,27.260581447991274
2021-08-01,US,United States,Human Resources,17.187292988473597,18.44982773052284
2021-08-01,US,United States,"IT Infrastructure, Operations & Support",16.558980373066625,17.282601730578403
2021-08-01,US,United States,IT Systems & Solutions,8.298984694650704,9.028809704463614
2021-08-01,US,United States,Industrial Engineering,8.034597431125484,8.30344691757077
2021-08-01,US,United States,Installation & Maintenance,34.52477141013643,37.282884430754685
2021-08-01,US,United States,Insurance,29.55773955773956,32.90231969596379
2021-08-01,US,United States,Legal,26.89055615100631,28.326166028548716
2021-08-01,US,United States,Loading & Stocking,36.018283305559954,37.395374967289655
2021-08-01,US,United States,Logistic Support,26.06624978220045,28.910449957149254
2021-08-01,US,United States,Management,13.41276795750208,14.132272450902697
2021-08-01,US,United States,Marketing,20.603077919020716,21.966259999546338
2021-08-01,US,United States,Mechanical Engineering,14.83057525610717,15.602963229378418
2021-08-01,US,United States,Media & Communications,24.382316225828486,26.838145950056344
2021-08-01,US,United States,Medical Information,15.387976019999513,16.30885489480788
2021-08-01,US,United States,Medical Technician,14.685144911795597,15.504421840964559
2021-08-01,US,United States,Nursing,16.98686620080357,18.60984468895911
2021-08-01,US,United States,Personal Care & Home Health,36.079349870470914,38.215809308419175
2021-08-01,US,United States,Pharmacy,11.468288444830582,11.135649546927747
2021-08-01,US,United States,Physicians & Surgeons,14.347064569369127,14.691137132932468
2021-08-01,US,United States,Production & Manufacturing,35.46382117694028,37.107216055817595
2021-08-01,US,United States,Project Management,15.58876289320264,16.530414923240638
2021-08-01,US,United States,Retail,15.551724502638844,15.71949701338088
2021-08-01,US,United States,Sales,23.258511122950885,25.898936522493074
2021-08-01,US,United States,Scientific Research & Development,9.20226843100189,9.509200865627252
2021-08-01,US,United States,Security & Public Safety,39.36517615719753,39.702750716439695
2021-08-01,US,United States,Social Science,33.311691824920196,35.581106247567384
2021-08-01,US,United States,Software Development,8.701892291726468,8.968601945290148
2021-08-01,US,United States,Therapy,26.283842098158956,28.317280468218485
2021-09-01,US,United States,Accounting,19.192684849989764,21.19864907626814
2021-09-01,US,United States,Administrative Assistance,32.89565886173303,34.26911912701629
2021-09-01,US,United States,Architecture,26.186587240584164,27.850164565707306
2021-09-01,US,United States,Arts & Entertainment,21.95026434305855,22.818026139892424
2021-09-01,US,United States,Aviation,22.23166585721224,21.379100314713593
2021-09-01,US,United States,Banking & Finance,9.271805360262473,9.997480993345956
2021-09-01,US,United States,Childcare,63.78935939196525,64.204767553526
2021-09-01,US,United States,Civil Engineering,18.11098366491318,19.705755034875896
2021-09-01,US,United States,Cleaning & Sanitation,38.944367262399204,40.44775145151345
2021-09-01,US,United States,Community & Social Service,34.139065614504545,35.13096176014542
2021-09-01,US,United States,Construction,51.24837604818708,53.69211019441651
2021-09-01,US,United States,Customer Service,23.643992693205043,24.97000242489455
2021-09-01,US,United States,Data & Analytics,7.71875373045243,7.721050702555774
2021-09-01,US,United States,Dental,47.86840535242479,49.83846947113032
2021-09-01,US,United States,Driving,50.67346533342163,51.15204071341454
2021-09-01,US,United States,Education & Instruction,32.33931266893671,31.969478204742142
2021-09-01,US,United States,Electrical Engineering,14.548570689432156,15.79954025837398
2021-09-01,US,United States,Food Preparation & Service,25.319888390294174,24.99066286814076
2021-09-01,US,United States,Hospitality & Tourism,25.654046791021184,26.435057054463556
2021-09-01,US,United States,Human Resources,16.80933575265948,17.69394966974375
2021-09-01,US,United States,"IT Infrastructure, Operations & Support",16.30689011437032,16.900426385679065
2021-09-01,US,United States,IT Systems & Solutions,8.34297102872397,8.66611754487471
2021-09-01,US,United States,Industrial Engineering,8.1550121466913,8.225384841141336
2021-09-01,US,United States,Installation & Maintenance,34.12114329753352,35.57873298029153
2021-09-01,US,United States,Insurance,27.68259020714694,30.67431282017954
2021-09-01,US,United States,Legal,27.152560773440136,27.659469215031084
2021-09-01,US,United States,Loading & Stocking,35.66788800315774,36.47652229091448
2021-09-01,US,United States,Logistic Support,24.018422567645363,26.601432839356693
2021-09-01,US,United States,Management,13.374048722096163,13.748700291275256
2021-09-01,US,United States,Marketing,20.198855897575594,21.13133551300264
2021-09-01,US,United States,Mechanical Engineering,14.204420295175858,15.003352429891399
2021-09-01,US,United States,Media & Communications,22.783174405133234,24.979925908725594
2021-09-01,US,United States,Medical Information,15.164818237831176,15.794013231185337
2021-09-01,US,United States,Medical Technician,14.406816798539257,14.981294035903266
2021-09-01,US,United States,Nursing,16.870208828971716,17.712602626687936
2021-09-01,US,United States,Personal Care & Home Health,35.60159172750074,37.04435792134214
2021-09-01,US,United States,Pharmacy,11.644837675909155,11.598009607303034
2021-09-01,US,United States,Physicians & Surgeons,13.769680040629762,14.36093028113928
2021-09-01,US,United States,Production & Manufacturing,35.397808265993945,36.26427195274049
2021-09-01,US,United States,Project Management,15.382612026043663,15.960717234542557
2021-09-01,US,United States,Retail,16.001995188075817,15.80503577010611
2021-09-01,US,United States,Sales,23.52907501187509,24.412970579117385
2021-09-01,US,United States,Scientific Research & Development,9.215845617355702,9.414604124126642
