date,country_code,country,pay_transparency_pct,pay_transparency_pct_3ma
2021-02-01,GB,United Kingdom,51.10015351968327,50.86198407477144
2021-02-01,IE,Ireland,19.2864000991111,19.93605619259581
2021-02-01,JP,Japan,93.64281345198373,93.77688137059539
2021-02-01,US,United States,23.753649018774603,21.98427083924935
2021-03-01,AU,Australia,25.956090851977837,26.26153303418631
2021-03-01,CA,Canada,31.059002793532546,29.352748466531043
2021-03-01,DE,Germany,4.58021269279478,4.371162366903725
2021-03-01,FR,France,28.880489797953,28.0289517014802
2021-03-01,GB,United Kingdom,51.01981154322005,51.073240224255905
2021-03-01,IE,Ireland,17.842400508044033,18.91346895956848
2021-03-01,JP,Japan,93.1807426099432,93.36369670336809
2021-03-01,US,United States,26.35379413502269,23.99859479753918
2021-04-01,AU,Australia,25.68977177638442,25.980831777488905
2021-04-01,CA,Canada,31.402373715892967,30.474353978103238
2021-04-01,DE,Germany,4.6993147257721954,4.532129422756143
2021-04-01,FR,France,30.06929998651884,29.101076700493664
2021-04-01,GB,United Kingdom,51.81249483594769,51.310819966283645
2021-04-01,IE,Ireland,19.691801245199304,18.940200617451474
2021-04-01,JP,Japan,91.74304596454783,92.8555340088249
2021-04-01,US,United States,27.851766844714305,25.986403332837195
2021-05-01,AU,Australia,25.645449105347428,25.763770577903227
2021-05-01,CA,Canada,31.1441329755316,31.201836494985695
2021-05-01,DE,Germany,4.889748533394547,4.7230919839871754
2021-05-01,FR,France,31.46392116299023,30.137903649154023
2021-05-01,GB,United Kingdom,52.71552503696944,51.849277138712374
2021-05-01,IE,Ireland,22.16120207423135,19.898467942491557
2021-05-01,JP,Japan,92.72333127599082,92.54903995016059
2021-05-01,US,United States,28.0895719888138,27.431710989516926
2021-06-01,AU,Australia,24.415606374434628,25.25027575205549
2021-06-01,CA,Canada,31.24310952528363,31.26320540556939
2021-06-01,DE,Germany,5.16635567460198,4.918472977922909
2021-06-01,FR,France,32.3273294489559,31.286850199488317
2021-06-01,GB,United Kingdom,53.447629420491396,52.65854976446949
2021-06-01,IE,Ireland,23.4836959510237,21.77889975681811
2021-06-01,JP,Japan,93.64144159292468,92.70260627782109
2021-06-01,US,United States,26.7439261736376,27.561755002388566
2021-07-01,AU,Australia,25.063984256304106,25.041679912028723
2021-07-01,CA,Canada,31.954482142387846,31.44724154773435
2021-07-01,DE,Germany,5.567497300312703,5.207867169436411
2021-07-01,FR,France,33.29183140321874,32.36102733838828
2021-07-01,GB,United Kingdom,53.28380271837101,53.14898572527727
2021-07-01,IE,Ireland,24.779980366154007,23.474959463803014
2021-07-01,JP,Japan,92.78597640275457,93.05024975722334
2021-07-01,US,United States,26.530366533526262,27.12128823199255
2021-08-01,AU,Australia,24.960227790894443,24.81327280721106
2021-08-01,CA,Canada,32.21502025553132,31.80420397440092
2021-08-01,DE,Germany,5.789812082672471,5.507888352529053
2021-08-01,FR,France,33.64247548812928,33.087212113434624
2021-08-01,GB,United Kingdom,53.4663408593006,53.399257666054325
2021-08-01,IE,Ireland,25.90595986822402,24.723212061800567
2021-08-01,JP,Japan,92.51843174069052,92.98194991212324
2021-08-01,US,United States,24.24313901249303,25.839143906552295
2021-09-01,AU,Australia,24.984682583603444,25.002964876933998
2021-09-01,CA,Canada,31.39901749418887,31.856173297369335
2021-09-01,DE,Germany,6.291037041857188,5.882782141614122
2021-09-01,FR,France,35.34732641968758,34.09387777034519
2021-09-01,GB,United Kingdom,53.43256563866574,53.39423640544578
2021-09-01,IE,Ireland,27.279066457947916,25.988335564108638
2021-09-01,JP,Japan,94.91765157145254,93.4073532382992
2021-09-01,US,United States,24.091515045340408,24.95500686378656
2021-10-01,AU,Australia,26.457718168558113,25.467542847685333
2021-10-01,CA,Canada,30.317504716447758,31.310514155389303
2021-10-01,DE,Germany,6.791919578280793,6.2909229009368195
2021-10-01,FR,France,36.11002181802869,35.03327457528184
2021-10-01,GB,United Kingdom,53.874238746070944,53.591048414679086
2021-10-01,IE,Ireland,26.047343793008533,26.410790039726816
2021-10-01,JP,Japan,95.5765728015028,94.33755203788195
2021-10-01,US,United States,24.007441804095045,24.114031953976156
2021-11-01,AU,Australia,27.267971033749667,26.236790595303745
2021-11-01,CA,Canada,29.668003090607108,30.461508433747895
2021-11-01,DE,Germany,6.7879509514845555,6.623635857207515
2021-11-01,FR,France,35.446368534101396,35.634572257272545
2021-11-01,GB,United Kingdom,54.431258023911035,53.91268746954923
2021-11-01,IE,Ireland,25.498284650749337,26.27489830056859
2021-11-01,JP,Japan,95.73595401735288,95.41005946343607
2021-11-01,US,United States,23.13414042204996,23.744365757161802
2021-12-01,AU,Australia,26.573031365664075,26.766240189323955
2021-12-01,CA,Canada,28.6775988713371,29.554368892797303
2021-12-01,DE,Germany,6.543699598062641,6.707856709276
2021-12-01,FR,France,34.05607815518071,35.204156169103584
2021-12-01,GB,United Kingdom,54.06453175687881,54.12334284228692
2021-12-01,IE,Ireland,23.25036075036075,24.93199639803953
2021-12-01,JP,Japan,95.20965182386279,95.50739288090614
2021-12-01,US,United States,23.24912075952207,23.463567661889027
2022-01-01,AU,Australia,26.27612778506191,26.70571006149189
2022-01-01,CA,Canada,27.997106030130126,28.78090266402476
2022-01-01,DE,Germany,6.901555905740006,6.744402151762404
2022-01-01,FR,France,33.83928677925489,34.447244489512315
2022-01-01,GB,United Kingdom,55.16461381913172,54.55346786664051
2022-01-01,IE,Ireland,23.82215743440233,24.19026761183746
2022-01-01,JP,Japan,94.88918224538517,95.27826269553357
2022-01-01,US,United States,23.25780237205894,23.213687851210324
2022-02-01,AU,Australia,26.6768999969068,26.508686382544266
2022-02-01,CA,Canada,29.976491610947146,28.883732170804773
2022-02-01,DE,Germany,6.9349454244820645,6.7934003094282405
2022-02-01,FR,France,34.136606884396755,34.010657272944094
2022-02-01,GB,United Kingdom,55.818504884558386,55.015883486856296
2022-02-01,IE,Ireland,25.2345001143903,24.102339433051114
2022-02-01,JP,Japan,94.36664780446343,94.82182729123708
2022-02-01,US,United States,24.211838170014925,23.572920433865317
2022-03-01,AU,Australia,27.294690274905193,26.7492393522913
2022-03-01,CA,Canada,32.04722363563533,30.00694042557085
2022-03-01,DE,Germany,7.448330461880971,7.094943930701017
2022-03-01,FR,France,34.37607873169728,34.11732413178296
2022-03-01,GB,United Kingdom,56.450444798801826,55.81118783416397
2022-03-01,IE,Ireland,26.131599427610276,25.062752325467624
2022-03-01,JP,Japan,95.24428737120952,94.833372473686
2022-03-01,US,United States,25.71933040333438,24.39632364846942
2022-04-01,AU,Australia,27.215010963320623,27.062200411710876
2022-04-01,CA,Canada,32.60126210742589,31.541659118002773
2022-04-01,DE,Germany,7.965753569496638,7.449676485286562
2022-04-01,FR,France,34.68183430116583,34.39817330575327
2022-04-01,GB,United Kingdom,56.6291368666521,56.29936218333742
2022-04-01,IE,Ireland,27.655271902934132,26.340457148311557
2022-04-01,JP,Japan,95.10783191490518,94.90625569685933
2022-04-01,US,United States,26.304570919978598,25.411913164442637
2022-05-01,AU,Australia,28.109633068476032,27.539778102233953
2022-05-01,CA,Canada,33.495909131963586,32.71479829167492
2022-05-01,DE,Germany,7.779604791002817,7.731229607460146
2022-05-01,FR,France,35.059411445132405,34.70577482599848
2022-05-01,GB,United Kingdom,57.37506157563976,56.81821441369788
2022-05-01,IE,Ireland,28.61126181253864,27.46604438102767
2022-05-01,JP,Japan,95.50649901976502,95.28620610195986
2022-05-01,US,United States,26.200925098823845,26.074942140712277
2022-06-01,AU,Australia,28.349273434771412,27.891305822189363
2022-06-01,CA,Canada,33.2990889727858,33.132086737391745
2022-06-01,DE,Germany,8.23218922312384,7.992515861207768
2022-06-01,FR,France,36.35860677660436,35.366617507634174
2022-06-01,GB,United Kingdom,58.255757789133845,57.41998541047521
2022-06-01,IE,Ireland,29.392660381576007,28.55306469901625
2022-06-01,JP,Japan,96.08732515284719,95.56721869583909
2022-06-01,US,United States,26.770724107242472,26.42540670868164
2022-07-01,AU,Australia,28.915461391761905,28.45812263166979
2022-07-01,CA,Canada,33.064669280695284,33.28655579514821
2022-07-01,DE,Germany,8.787988835238483,8.266594283121716
2022-07-01,FR,France,35.483914626388945,35.63397761604188
2022-07-01,GB,United Kingdom,59.13970395009967,58.256841104957736
2022-07-01,IE,Ireland,30.533820442214893,29.512580878776504
2022-07-01,JP,Japan,96.59361568075472,96.06247995112228
2022-07-01,US,United States,27.78976006488612,26.920469756984147
2022-08-01,AU,Australia,29.97354443928348,29.079426421938944
2022-08-01,CA,Canada,34.38543894873324,33.58306573407143
2022-08-01,DE,Germany,9.266934641873913,8.762370900078748
2022-08-01,FR,France,38.13393033225326,36.65881724508216
2022-08-01,GB,United Kingdom,59.049835494982474,58.815099078071974
2022-08-01,IE,Ireland,32.939577670917835,30.955352831569567
2022-08-01,JP,Japan,96.57342515778109,96.41812199712767
2022-08-01,US,United States,29.398751242483574,27.986411804870723
2022-09-01,AU,Australia,29.24101060619126,29.376672145745555
2022-09-01,CA,Canada,34.065646489125065,33.838584906184515
2022-09-01,DE,Germany,9.640062556344759,9.231662011152387
2022-09-01,FR,France,40.35258139953229,37.99014211939147
2022-09-01,GB,United Kingdom,59.21887256479248,59.13613733662485
2022-09-01,IE,Ireland,33.00100975241893,32.15813595518387
2022-09-01,JP,Japan,96.72216667118961,96.62973583657514
2022-09-01,US,United States,29.659352470920457,28.949287926096716
2022-10-01,AU,Australia,30.3387805826847,29.851111876053153
2022-10-01,CA,Canada,33.232501357997016,33.89452893195176
2022-10-01,DE,Germany,10.108189051670449,9.671728749963043
2022-10-01,FR,France,41.01359795409966,39.83336989529504
2022-10-01,GB,United Kingdom,59.77399729009289,59.34756844995593
2022-10-01,IE,Ireland,32.97474460464932,32.971777342662016
2022-10-01,JP,Japan,96.75469866411458,96.68343016436175
2022-10-01,US,United States,31.532950529409497,30.197018080937838
2022-11-01,AU,Australia,30.84236579922549,30.140718996033826
2022-11-01,CA,Canada,33.350172011777715,33.54943995296659
2022-11-01,DE,Germany,10.571870369177244,10.10670732573082
2022-11-01,FR,France,41.64507738555959,41.00375224639715
2022-11-01,GB,United Kingdom,60.115499738512156,59.70278986446582
2022-11-01,IE,Ireland,33.809688821124126,33.26181439273079
2022-11-01,JP,Japan,96.72641410155828,96.73442647895415
2022-11-01,US,United States,32.065933248706095,31.086078749678677
2022-12-01,AU,Australia,31.434118766957276,30.871755049622504
2022-12-01,CA,Canada,34.069437446024445,33.550703605266385
2022-12-01,DE,Germany,10.697020888854842,10.459026769900847
2022-12-01,FR,France,43.49656428763934,42.05174654243283
2022-12-01,GB,United Kingdom,60.98463197021847,60.29137633294115
2022-12-01,IE,Ireland,34.25308134757601,33.67917159111648
2022-12-01,JP,Japan,95.99326175640843,96.49145817402707
2022-12-01,US,United States,32.409011038358535,32.002631605491366
2023-01-01,AU,Australia,32.86689364853226,31.714459404905018
2023-01-01,CA,Canada,36.36460016088186,34.594736539561325
2023-01-01,DE,Germany,11.34181310295024,10.87023478699411
2023-01-01,FR,France,40.65679644772487,41.93281270697457
2023-01-01,GB,United Kingdom,61.83341808155682,60.97784993009579
2023-01-01,IE,Ireland,35.890666943509274,34.6511457040698
2023-01-01,JP,Japan,96.03034268815368,96.25000618204011
2023-01-01,US,United States,34.369502556341395,32.948148947802
2023-02-01,AU,Australia,32.43460455799264,32.245205657827405
2023-02-01,CA,Canada,37.18446844268433,35.87283534986353
2023-02-01,DE,Germany,10.975252757975767,11.004695583260286
2023-02-01,FR,France,40.6178619578573,41.59040756440715
2023-02-01,GB,United Kingdom,61.9074968640743,61.57518230528317
2023-02-01,IE,Ireland,36.472760849492154,35.53883638019247
2023-02-01,JP,Japan,95.37255777151088,95.79872073869099
2023-02-01,US,United States,35.24691351825275,34.00847570431754
2023-03-01,AU,Australia,32.65312367320866,32.65154062657786
2023-03-01,CA,Canada,38.86210320506915,37.47039060287843
2023-03-01,DE,Germany,11.565920805475809,11.294328888800608
2023-03-01,FR,France,40.1343974662171,40.469685290599735
2023-03-01,GB,United Kingdom,63.25006069769783,62.33032521444297
2023-03-01,IE,Ireland,37.31302536101732,36.558817718006246
2023-03-01,JP,Japan,96.10782679070124,95.83690908345527
2023-03-01,US,United States,37.70850224291788,35.77497277250399
2023-04-01,AU,Australia,31.33195783730587,32.13989535616907
2023-04-01,CA,Canada,39.505056039580325,38.51720922911125
2023-04-01,DE,Germany,11.021262388130197,11.187478650527261
2023-04-01,FR,France,40.38501221529879,40.37909054645771
2023-04-01,GB,United Kingdom,61.63978954690752,62.26578236955987
2023-04-01,IE,Ireland,36.97476445817807,36.920183556229176
2023-04-01,JP,Japan,95.68024238539157,95.72020898253457
2023-04-01,US,United States,38.01971604777487,36.99171060298182
2023-05-01,AU,Australia,32.18643352729126,32.05717167926861
2023-05-01,CA,Canada,40.142051800943506,39.503070348530976
2023-05-01,DE,Germany,11.752154739340353,11.446445977648791
2023-05-01,FR,France,41.02560292297019,40.51500420149534
2023-05-01,GB,United Kingdom,62.32464994485542,62.404833396486914
2023-05-01,IE,Ireland,37.205719932569906,37.16450325058843
2023-05-01,JP,Japan,96.5008013711944,96.09629018242909
2023-05-01,US,United States,38.81489482816496,38.1810377062859
2023-06-01,AU,Australia,32.48685282413707,32.00174806291142
2023-06-01,CA,Canada,39.20506382925863,39.61739055659414
2023-06-01,DE,Germany,12.61566666305067,11.796361263507075
2023-06-01,FR,France,41.35009940339911,40.920238180556005
2023-06-01,GB,United Kingdom,62.33731589144056,62.1005851277345
2023-06-01,IE,Ireland,35.62298030850538,36.60115489975112
2023-06-01,JP,Japan,96.45409886138579,96.21171420599062
2023-06-01,US,United States,38.82052027050864,38.55171038214948
2023-07-01,AU,Australia,31.67897604732436,32.117420799584245
2023-07-01,CA,Canada,39.52543077917791,39.62418213646
2023-07-01,DE,Germany,13.152806326281436,12.506875909557488
2023-07-01,FR,France,41.110031633611726,41.161911319993656
2023-07-01,GB,United Kingdom,62.735060807169994,62.46567554782198
2023-07-01,IE,Ireland,35.67693397658648,36.1685447392206
2023-07-01,JP,Japan,96.2584370844046,96.40444577232829
2023-07-01,US,United States,39.530062656858874,39.055159251844145
2023-08-01,AU,Australia,31.40548117276633,31.85710334807594
2023-08-01,CA,Canada,40.89364984045121,39.8747148162959
2023-08-01,DE,Germany,13.594886362116604,13.121119783816239
2023-08-01,FR,France,43.03141534091081,41.8305154593072
2023-08-01,GB,United Kingdom,63.371596534293,62.81465774430117
2023-08-01,IE,Ireland,37.2787917339466,36.192902006346166
2023-08-01,JP,Japan,95.70161691167809,96.13805095248954
2023-08-01,US,United States,40.69604167736214,39.682208201576536
2023-09-01,AU,Australia,30.244606203685485,31.10968780792541
2023-09-01,CA,Canada,40.512541957826855,40.31054085915198
2023-09-01,DE,Germany,13.544053850500228,13.430582179632758
2023-09-01,FR,France,43.92638513231963,42.689277368947366
2023-09-01,GB,United Kingdom,63.628088622551736,63.244915321338226
2023-09-01,IE,Ireland,38.11600385520848,37.02390985524719
2023-09-01,JP,Japan,95.90093077010971,95.95366158873084
2023-09-01,US,United States,41.20708242272214,40.477728918981036
2023-10-01,AU,Australia,30.246007693710435,30.632031690054106
2023-10-01,CA,Canada,39.987781343320385,40.46465771386614
2023-10-01,DE,Germany,13.123902978370532,13.420947730329123
2023-10-01,FR,France,44.2396951043036,43.732498525844655
2023-10-01,GB,United Kingdom,63.77586637622079,63.591850511021825
2023-10-01,IE,Ireland,37.25045222825194,37.54841593913567
2023-10-01,JP,Japan,95.1540162897151,95.58552132383436
2023-10-01,US,United States,42.1190679275207,41.34073067586832
2023-11-01,AU,Australia,31.48005206787093,30.656888655088974
2023-11-01,CA,Canada,40.69650184296544,40.398941714704215
2023-11-01,DE,Germany,12.775980057117414,13.14797896199606
2023-11-01,FR,France,43.34389488645978,43.83665837436098
2023-11-01,GB,United Kingdom,63.41366173473908,63.605872244503864
2023-11-01,IE,Ireland,37.36079383209594,37.575749971852126
2023-11-01,JP,Japan,94.62222896941915,95.22572534308138
2023-11-01,US,United States,41.84498828330418,41.723712877849
2023-12-01,AU,Australia,30.73163332378272,30.81923102845472
2023-12-01,CA,Canada,39.66188973752616,40.11539097460398
2023-12-01,DE,Germany,12.4831767606103,12.794353265366084
2023-12-01,FR,France,41.97628618538705,43.18662539205011
2023-12-01,GB,United Kingdom,62.468454953217666,63.219327688059174
2023-12-01,IE,Ireland,35.47404012991058,36.695095396752826
2023-12-01,JP,Japan,94.68310441833526,94.81978322582323
2023-12-01,US,United States,41.612416683082145,41.858824297969
2024-01-01,AU,Australia,31.188160365975214,31.133281919209647
2024-01-01,CA,Canada,41.606985482139045,40.65512568754354
2024-01-01,DE,Germany,12.776442342754956,12.678533053494226
2024-01-01,FR,France,42.42542278981307,42.58186795388661
2024-01-01,GB,United Kingdom,64.2171998363034,63.36643884142004
2024-01-01,IE,Ireland,36.65531218481798,36.496715382274836
2024-01-01,JP,Japan,94.67347683327253,94.65960340700904
2024-01-01,US,United States,41.640515211336336,41.69930672590754
2024-02-01,AU,Australia,30.876778177270598,30.93219062234287
2024-02-01,CA,Canada,42.61069270106927,41.29318930691148
2024-02-01,DE,Germany,12.826930462304503,12.695516521889921
2024-02-01,FR,France,42.71172450188938,42.37114449236314
2024-02-01,GB,United Kingdom,63.799666330977075,63.49510704016603
2024-02-01,IE,Ireland,36.434151889765246,36.18783473483128
2024-02-01,JP,Japan,95.25199119435193,94.8695241486533
2024-02-01,US,United States,42.355148379869945,41.86936009142946
2024-03-01,AU,Australia,30.372455165630313,30.8124645696254
2024-03-01,CA,Canada,42.86093883593599,42.359539006381425
2024-03-01,DE,Germany,13.199992028455462,12.934454944504976
2024-03-01,FR,France,42.37637646816748,42.50450791995662
2024-03-01,GB,United Kingdom,63.79719087440123,63.938019013893886
2024-03-01,IE,Ireland,35.64518529543087,36.24488312333804
2024-03-01,JP,Japan,95.551206298056,95.15889144189354
2024-03-01,US,United States,43.36849419552415,42.454719262243465
2024-04-01,AU,Australia,30.076652036842432,30.44196179324781
2024-04-01,CA,Canada,43.02484167791455,42.8321577383066
2024-04-01,DE,Germany,12.26485179634217,12.763924762367381
2024-04-01,FR,France,40.98113049571007,42.02307715525563
2024-04-01,GB,United Kingdom,62.860098815815114,63.48565200706446
2024-04-01,IE,Ireland,35.32269125266687,35.80067614595435
2024-04-01,JP,Japan,96.05216365981893,95.61845371740901
2024-04-01,US,United States,43.49174688162828,43.07179648567412
2024-05-01,AU,Australia,31.314609646747748,30.58790561640686
2024-05-01,CA,Canada,43.01284063199501,42.96620704861518
2024-05-01,DE,Germany,12.121389607388107,12.52874447739525
2024-05-01,FR,France,41.270240057161956,41.54258234034648
2024-05-01,GB,United Kingdom,62.74081513583178,63.1327016086827
2024-05-01,IE,Ireland,35.82624106928572,35.5980392057945
2024-05-01,JP,Japan,96.46086979669573,96.02141325152361
2024-05-01,US,United States,44.33969016552092,43.73331041422444
2024-06-01,AU,Australia,31.48799867314201,30.95975345224409
2024-06-01,CA,Canada,42.65022939007571,42.89597056666175
2024-06-01,DE,Germany,11.53176283898178,11.972668080904022
2024-06-01,FR,France,41.724149053326144,41.32517320206603
2024-06-01,GB,United Kingdom,63.47597126941196,63.02562840701961
2024-06-01,IE,Ireland,35.11620700340874,35.42171310845379
2024-06-01,JP,Japan,96.83324449796046,96.44875931815842
2024-06-01,US,United States,44.732901078143676,44.18811270843096
2024-07-01,AU,Australia,31.98990379938665,31.59750403975883
2024-07-01,CA,Canada,42.87138754997536,42.84481919068202
2024-07-01,DE,Germany,11.855431659930856,11.83619470210025
2024-07-01,FR,France,43.52158810551648,42.17199240533484
2024-07-01,GB,United Kingdom,63.9101872558025,63.3756578870154
2024-07-01,IE,Ireland,34.75811029581818,35.23351945617089
2024-07-01,JP,Japan,97.41347599069498,96.90253009511711
2024-07-01,US,United States,45.857340423732275,44.97664388913228
2024-08-01,AU,Australia,32.844887458548946,32.10759664369257
2024-08-01,CA,Canada,42.53250069170163,42.684705877250884
2024-08-01,DE,Germany,11.933987172800977,11.773727223904539
2024-08-01,FR,France,44.62835021315653,43.29136245733304
2024-08-01,GB,United Kingdom,63.76961706987117,63.718591865028536
2024-08-01,IE,Ireland,35.39798853591451,35.09076861171382
2024-08-01,JP,Japan,97.4775200245749,97.24141350441016
2024-08-01,US,United States,46.34434069320443,45.644860731693456
2024-09-01,AU,Australia,33.008950414116306,32.614580557350656
2024-09-01,CA,Canada,41.811695782055125,42.40519467457736
2024-09-01,DE,Germany,12.490737507880969,12.093385446870935
2024-09-01,FR,France,45.77218637359439,44.640708230755784
2024-09-01,GB,United Kingdom,64.3523513359142,64.01071855386262
2024-09-01,IE,Ireland,36.25578121858034,35.47062668343768
2024-09-01,JP,Japan,97.18810669548783,97.35970090358596
2024-09-01,US,United States,46.448870157654554,46.21685042486376
2024-10-01,AU,Australia,33.86407951681172,33.23930579649235
2024-10-01,CA,Canada,40.47501805208732,41.60640484194801
2024-10-01,DE,Germany,12.708702289550816,12.377808990077588
2024-10-01,FR,France,45.230030914413696,45.21018916705486
2024-10-01,GB,United Kingdom,63.82838385788763,63.98345075455766
2024-10-01,IE,Ireland,35.96201978467284,35.871929846389236
2024-10-01,JP,Japan,97.48730537568461,97.38431069858251
2024-10-01,US,United States,46.22932290158672,46.34084458414858
2024-11-01,AU,Australia,34.435727277683334,33.769585736203815
